Level	Date and Time	Source	Event ID	Task Category
Information	10.10.2017 08:03:33	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:03:33.171
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Roaming\Microsoft\Windows\Recent\CustomDestinations\1H0V2O5AQHYV10CQ1EL8.temp
CreationUtcTime: 2017-07-13 09:31:16.620
PreviousCreationUtcTime: 2017-10-10 06:03:33.150"
Information	10.10.2017 08:03:32	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:31.886
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49861
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.68
DestinationHostname: waw02s06-in-f68.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:31	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 06:03:31.344
ProcessGuid: {E4CEE641-C7B6-597E-0000-001025331200}
ProcessId: 6056
Image: C:\Windows\System32\browser_broker.exe"
Information	10.10.2017 08:03:31	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 06:03:31.320
ProcessGuid: {E4CEE641-C7B8-597E-0000-0010207A1200}
ProcessId: 492
Image: C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdgeCP.exe"
Information	10.10.2017 08:03:31	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 06:03:31.252
ProcessGuid: {E4CEE641-C7B5-597E-0000-0010BA291200}
ProcessId: 4212
Image: C:\Windows\SystemApps\Microsoft.MicrosoftEdge_8wekyb3d8bbwe\MicrosoftEdge.exe"
Information	10.10.2017 08:03:30	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:03:30.634
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\Extension State\LOG
CreationUtcTime: 2017-07-13 09:31:13.990
PreviousCreationUtcTime: 2017-07-13 09:31:13.990"
Information	10.10.2017 08:03:30	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:29.851
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49860
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.67
DestinationHostname: waw02s06-in-f67.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:30	Microsoft-Windows-Sysmon	5	Process terminated (rule: ProcessTerminate)	"Process terminated:
UtcTime: 2017-10-10 06:03:30.357
ProcessGuid: {E4CEE641-C7B9-597E-0000-0010A7A31200}
ProcessId: 6608
Image: C:\Windows\System32\InstallAgent.exe"
Information	10.10.2017 08:03:30	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:03:30.201
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\Sync Extension Settings\pkedcjkdefgpdelpbcmbmeomcjbeemfm\LOG
CreationUtcTime: 2017-07-13 09:31:33.957
PreviousCreationUtcTime: 2017-07-13 09:31:33.957"
Information	10.10.2017 08:03:30	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:03:29.998
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\IndexedDB\https_www.google.pl_0.indexeddb.leveldb\LOG
CreationUtcTime: 2017-07-14 06:18:41.894
PreviousCreationUtcTime: 2017-07-14 06:18:41.894"
Information	10.10.2017 08:03:29	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:03:29.887
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\Session Storage\LOG
CreationUtcTime: 2017-07-13 09:31:31.423
PreviousCreationUtcTime: 2017-07-13 09:31:31.423"
Information	10.10.2017 08:03:29	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.902
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49859
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.67
DestinationHostname: waw02s06-in-f67.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:29	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.896
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49858
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.74
DestinationHostname: waw02s06-in-f10.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:29	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:03:29.117
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\Service Worker\CacheStorage\4cffe5d0b59926c8d8069ad00d0f24a3d5b507ed\2c401072-efcc-44a0-8eb3-f69caf64f077\index-dir\temp-index
CreationUtcTime: 2017-10-10 05:39:43.779
PreviousCreationUtcTime: 2017-10-10 06:03:29.117"
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.106
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49857
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.67
DestinationHostname: waw02s06-in-f67.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.106
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49856
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.67
DestinationHostname: waw02s06-in-f67.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.105
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49855
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.67
DestinationHostname: waw02s06-in-f67.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.105
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49854
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.67
DestinationHostname: waw02s06-in-f67.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.105
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49851
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.67
DestinationHostname: waw02s06-in-f67.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.105
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49853
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.67
DestinationHostname: waw02s06-in-f67.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.105
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49852
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.67
DestinationHostname: waw02s06-in-f67.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.105
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49850
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.67
DestinationHostname: waw02s06-in-f67.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.105
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49847
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 172.217.20.195
DestinationHostname: waw02s08-in-f195.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.105
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49849
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.67
DestinationHostname: waw02s06-in-f67.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.105
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49846
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 172.217.20.195
DestinationHostname: waw02s08-in-f195.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.105
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49848
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.67
DestinationHostname: waw02s06-in-f67.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.105
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49843
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.78
DestinationHostname: waw02s06-in-f78.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.105
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49844
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.78
DestinationHostname: waw02s06-in-f78.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.105
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49845
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.78
DestinationHostname: waw02s06-in-f78.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:28.105
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: tcp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 49842
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 216.58.209.78
DestinationHostname: waw02s06-in-f78.1e100.net
DestinationPort: 443
DestinationPortName: https"
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:27.855
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: udp
Initiated: false
SourceIsIpv6: true
SourceIp: ff02:0:0:0:0:0:0:fb
SourceHostname: 
SourcePort: 5353
SourcePortName: 
DestinationIsIpv6: true
DestinationIp: fe80:0:0:0:2c2b:14fb:3c44:1163
DestinationHostname: DESKTOP-63KR1PU
DestinationPort: 5353
DestinationPortName: "
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:27.855
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: udp
Initiated: true
SourceIsIpv6: true
SourceIp: fe80:0:0:0:2c2b:14fb:3c44:1163
SourceHostname: DESKTOP-63KR1PU
SourcePort: 5353
SourcePortName: 
DestinationIsIpv6: true
DestinationIp: ff02:0:0:0:0:0:0:fb
DestinationHostname: 
DestinationPort: 5353
DestinationPortName: "
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:27.855
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: udp
Initiated: false
SourceIsIpv6: true
SourceIp: ff02:0:0:0:0:0:0:fb
SourceHostname: 
SourcePort: 5353
SourcePortName: 
DestinationIsIpv6: true
DestinationIp: fe80:0:0:0:484f:66ca:5caf:76ff
DestinationHostname: DESKTOP-63KR1PU
DestinationPort: 5353
DestinationPortName: "
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:27.855
ProcessGuid: {E4CEE641-C4E3-597E-0000-00102DD10000}
ProcessId: 1364
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\NETWORK SERVICE
Protocol: udp
Initiated: false
SourceIsIpv6: true
SourceIp: ff02:0:0:0:0:0:0:fb
SourceHostname: 
SourcePort: 5353
SourcePortName: 
DestinationIsIpv6: true
DestinationIp: fe80:0:0:0:484f:66ca:5caf:76ff
DestinationHostname: DESKTOP-63KR1PU
DestinationPort: 5353
DestinationPortName: "
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:27.855
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: udp
Initiated: true
SourceIsIpv6: true
SourceIp: fe80:0:0:0:484f:66ca:5caf:76ff
SourceHostname: DESKTOP-63KR1PU
SourcePort: 5353
SourcePortName: 
DestinationIsIpv6: true
DestinationIp: ff02:0:0:0:0:0:0:fb
DestinationHostname: 
DestinationPort: 5353
DestinationPortName: "
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:27.855
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 224.0.0.251
SourceHostname: 
SourcePort: 5353
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 10.0.2.15
DestinationHostname: DESKTOP-63KR1PU
DestinationPort: 5353
DestinationPortName: "
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:27.855
ProcessGuid: {E4CEE641-C4E3-597E-0000-00102DD10000}
ProcessId: 1364
Image: C:\Windows\System32\svchost.exe
User: NT AUTHORITY\NETWORK SERVICE
Protocol: udp
Initiated: false
SourceIsIpv6: false
SourceIp: 224.0.0.251
SourceHostname: 
SourcePort: 5353
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 10.0.2.15
DestinationHostname: DESKTOP-63KR1PU
DestinationPort: 5353
DestinationPortName: "
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:27.855
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 5353
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 224.0.0.251
DestinationHostname: 
DestinationPort: 5353
DestinationPortName: "
Information	10.10.2017 08:03:28	Microsoft-Windows-Sysmon	3	Network connection detected (rule: NetworkConnect)	"Network connection detected:
UtcTime: 2017-10-10 06:03:27.588
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
User: DESKTOP-63KR1PU\John
Protocol: udp
Initiated: true
SourceIsIpv6: false
SourceIp: 10.34.1.27
SourceHostname: DESKTOP-63KR1PU
SourcePort: 52169
SourcePortName: 
DestinationIsIpv6: false
DestinationIp: 239.255.255.250
DestinationHostname: 
DestinationPort: 1900
DestinationPortName: ssdp"
Information	10.10.2017 08:03:27	Microsoft-Windows-Sysmon	2	File creation time changed (rule: FileCreateTime)	"File creation time changed:
UtcTime: 2017-10-10 06:03:27.486
ProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ProcessId: 6080
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
TargetFilename: C:\Users\John\AppData\Local\Google\Chrome\User Data\Default\Service Worker\Database\LOG
CreationUtcTime: 2017-07-13 09:31:27.185
PreviousCreationUtcTime: 2017-07-13 09:31:27.185"
Information	10.10.2017 08:03:27	Microsoft-Windows-Sysmon	1	Process Create (rule: ProcessCreate)	"Process Create:
UtcTime: 2017-10-10 06:03:27.342
ProcessGuid: {E4CEE641-C82F-597E-0000-00108CA71600}
ProcessId: 4720
Image: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
CommandLine: ""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" --type=renderer --field-trial-handle=1348 --primordial-pipe-token=47A8E65AE513AD61579F5B0953D17DA7 --lang=pl --extension-process --enable-offline-auto-reload --enable-offline-auto-reload-visible-only --blink-settings=disallowFetchForDocWrittenScriptsInMainFrame=false,disallowFetchForDocWrittenScriptsInMainFrameOnSlowConnections=true --enable-pinch --device-scale-factor=1 --num-raster-threads=1 --content-image-texture-target=0,0,3553;0,1,3553;0,2,3553;0,3,3553;0,4,3553;0,5,3553;0,6,3553;0,7,3553;0,8,3553;0,9,3553;0,10,3553;0,11,3553;0,12,3553;0,13,3553;0,14,3553;0,15,3553;0,16,3553;1,0,3553;1,1,3553;1,2,3553;1,3,3553;1,4,3553;1,5,3553;1,6,3553;1,7,3553;1,8,3553;1,9,3553;1,10,3553;1,11,3553;1,12,3553;1,13,3553;1,14,3553;1,15,3553;1,16,3553;2,0,3553;2,1,3553;2,2,3553;2,3,3553;2,4,3553;2,5,3553;2,6,3553;2,7,3553;2,8,3553;2,9,3553;2,10,3553;2,11,3553;2,12,3553;2,13,3553;2,14,3553;2,15,3553;2,16,3553;3,0,3553;3,1,3553;3,2,3553;3,3,3553;3,4,3553;3,5,3553;3,6,3553;3,7,3553;3,8,3553;3,9,3553;3,10,3553;3,11,3553;3,12,3553;3,13,3553;3,14,3553;3,15,3553;3,16,3553;4,0,3553;4,1,3553;4,2,3553;4,3,3553;4,4,3553;4,5,3553;4,6,3553;4,7,3553;4,8,3553;4,9,3553;4,10,3553;4,11,3553;4,12,3553;4,13,3553;4,14,3553;4,15,3553;4,16,3553 --service-request-channel-token=47A8E65AE513AD61579F5B0953D17DA7 --renderer-client-id=3 --mojo-platform-channel-handle=2828 /prefetch:1
CurrentDirectory: C:\Program Files (x86)\Google\Chrome\Application\59.0.3071.115\
User: DESKTOP-63KR1PU\John
LogonGuid: {E4CEE641-C4E8-597E-0000-002051990100}
LogonId: 0x19951
TerminalSessionId: 1
IntegrityLevel: Low
Hashes: MD5=D387A06CD4BF5FCC1B50C3882F41A44E,SHA256=34FCB083CD01B1BD89FC467FD3C2CD292DE92F915A5CB43A36EDAED39CE2689A
ParentProcessGuid: {E4CEE641-C82B-597E-0000-00106A881600}
ParentProcessId: 6080
ParentImage: C:\Program Files (x86)\Google\Chrome\Application\chrome.exe
ParentCommandLine: ""C:\Program Files (x86)\Google\Chrome\Application\chrome.exe"" "
